hospital_name,city,state,county_name,hospital_overall_rating
MAIMONIDES MEDICAL CENTER,BROOKLYN,New York,Kings,1.0
SCRIPPS GREEN HOSPITAL,LA JOLLA,California,San diego,5.0
ST LUKE COMMUNITY HOSPITAL,RONAN,Montana,Lake,3.0
COGDELL MEMORIAL HOSPITAL,SNYDER,Texas,Scurry,3.0
CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE,JACKSONVILLE,Texas,Cherokee,3.0
ASCENSION COLUMBIA ST MARY'S HOSPITAL MILWAUKEE,MILWAUKEE,Wisconsin,Milwaukee,3.0
CHRISTIANA HOSPITAL,NEWARK,Delaware,New castle,2.0
UMD UPPER CHESAPEAKE MEDICAL CENTER,BEL AIR,Maryland,Harford,4.0
PIH HEALTH HOSPITAL-WHITTIER,WHITTIER,California,Los angeles,4.0
UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,DALLAS,Texas,Dallas,5.0
NIX HEALTH CARE SYSTEM,SAN ANTONIO,Texas,Bexar,4.0
OUR LADY OF BELLEFONTE HOSPITAL,ASHLAND,Kentucky,Boyd,3.0
HENRY COUNTY MEMORIAL HOSPITAL,NEW CASTLE,Indiana,Henry,3.0
WESTERN WISCONSIN HEALTH,BALDWIN,Wisconsin,St. croix,5.0
SUTTER AUBURN FAITH HOSPITAL,AUBURN,California,Placer,5.0
PARK PLACE SURGICAL HOSPITAL,LAFAYETTE,Louisiana,Lafayette,5.0
FIELD HEALTH SYSTEM,CENTREVILLE,Mississippi,Wilkinson,3.0
MEDICAL CITY LEWISVILLE,LEWISVILLE,Texas,Denton,3.0
SCOTLAND COUNTY  HOSPITAL,MEMPHIS,Missouri,Scotland,3.0
SOUTH SHORE HOSPITAL,CHICAGO,Illinois,Cook,2.0
HCA HOUSTON HEALTHCARE SOUTHEAST,PASADENA,Texas,Harris,3.0
MISSION REGIONAL MEDICAL CENTER,MISSION,Texas,Hidalgo,3.0
BAPTIST MEMORIAL HOSPITAL GOLDEN TRIANGLE INC,COLUMBUS,Mississippi,Lowndes,3.0
MAGEE GENERAL HOSPITAL,MAGEE,Mississippi,Simpson,2.0
CHILTON MEDICAL CENTER,POMPTON PLAINS,New Jersey,Morris,3.0
SAINT AGNES MEDICAL CENTER,FRESNO,California,Fresno,2.0
SOUTHSIDE REGIONAL MEDICAL CENTER,PETERSBURG,Virginia,Petersburg city,2.0
CIBOLA GENERAL HOSPITAL,GRANTS,New Mexico,Cibola,4.0
FLORIDA HOSPITAL ZEPHYRHILLS,ZEPHYRHILLS,Florida,Pasco,4.0
TRI-CITY MEDICAL CENTER,OCEANSIDE,California,San diego,3.0
ATLANTICARE REGIONAL MEDICAL CENTER,ATLANTIC CITY,New Jersey,Atlantic,3.0
"FRANCISCAN HEALTH RENSSELAER, INC",RENSSELAER,Indiana,Jasper,3.0
MOUNT NITTANY MEDICAL CENTER,STATE COLLEGE,Pennsylvania,Centre,5.0
MCLAREN CENTRAL MICHIGAN,MOUNT PLEASANT,Michigan,Isabella,3.0
CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,California,Los angeles,5.0
NORTH OTTAWA COMMUNITY HEALTH SYSTEM,GRAND HAVEN,Michigan,Ottawa,4.0
GIFFORD MEDICAL CENTER,RANDOLPH,Vermont,Orange,4.0
"BAYHEALTH HOSPITAL, SUSSEX CAMPUS",MILFORD,Delaware,Sussex,2.0
GRANT MEMORIAL HOSPITAL,PETERSBURG,West Virginia,Grant,3.0
CENTRAL PENINSULA GENERAL HOSPITAL,SOLDOTNA,Alaska,Kenai peninsula,3.0
U.T. SOUTHWESTERN UNIVERSITY HOSPITAL - ZALE LIPSHY,DALLAS,Texas,Dallas,3.0
MEMORIAL HOSPITAL,GONZALES,Texas,Gonzales,4.0
LEWISGALE HOSPITAL ALLEGHANY,LOW MOOR,Virginia,Alleghany,4.0
ORCHARD HOSPITAL,GRIDLEY,California,Butte,3.0
ST JOSEPH HOSPITAL,BANGOR,Maine,Penobscot,3.0
SOUTHERN OCEAN MEDICAL CENTER,MANAHAWKIN,New Jersey,Ocean,2.0
TOMAH MEMORIAL HOSPITAL,TOMAH,Wisconsin,Monroe,4.0
SAN GORGONIO MEMORIAL HOSPITAL,BANNING,California,Riverside,2.0
GRINNELL REGIONAL MEDICAL CENTER,GRINNELL,Iowa,Poweshiek,4.0
WINN PARISH MEDICAL CENTER,WINNFIELD,Louisiana,Winn,2.0
ST LUKE'S HOSPITAL - MONROE CAMPUS,STROUDSBURG,Pennsylvania,Monroe,4.0
TREGO COUNTY LEMKE MEMORIAL HOSPITAL,WA KEENEY,Kansas,Trego,3.0
GEARY COMMUNITY HOSPITAL,JUNCTION CITY,Kansas,Geary,3.0
CASA COLINA HOSPITAL,POMONA,California,Los angeles,5.0
BANNER BOSWELL MEDICAL CENTER,SUN CITY,Arizona,Maricopa,5.0
THE HOSPITAL OF CENTRAL CONNECTICUT,NEW BRITAIN,Connecticut,Hartford,3.0
UNIVERSITY HOSPITALS OF CLEVELAND,CLEVELAND,Ohio,Cuyahoga,3.0
PENN HIGHLAND DUBOIS,DUBOIS,Pennsylvania,Clearfield,2.0
THE MEDICAL CENTER AT ALBANY,ALBANY,Kentucky,Clinton,3.0
WILLS MEMORIAL HOSPITAL,WASHINGTON,Georgia,Wilkes,4.0
WADLEY REGIONAL MEDICAL CENTER,TEXARKANA,Texas,Bowie,2.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL FLOWER MOUND,FLOWER MOUND,Texas,Denton,3.0
REGINA HOSPITAL,HASTINGS,Minnesota,Dakota,4.0
BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,HUNTINGDON,Tennessee,Carroll,3.0
MENDOCINO COAST DISTRICT HOSPITAL,FORT BRAGG,California,Mendocino,3.0
BARTON COUNTY MEMORIAL HOSPITAL,LAMAR,Missouri,Barton,4.0
FINGER LAKE HEALTH-GENEVA GENERAL HOSPITAL,GENEVA,New York,Ontario,1.0
SAINT JOSEPH HOSPITAL,LEXINGTON,Kentucky,Fayette,2.0
"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",WATERTOWN,South Dakota,Codington,4.0
ROPER HOSPITAL,CHARLESTON,South Carolina,Charleston,5.0
UCSF MEDICAL CENTER,SAN FRANCISCO,California,San francisco,4.0
HEALTH CENTRAL,OCOEE,Florida,Orange,4.0
PARKWEST MEDICAL CENTER,KNOXVILLE,Tennessee,Knox,2.0
JACOBI MEDICAL CENTER,BRONX,New York,Bronx,1.0
CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES,COLORADO SPRINGS,Colorado,El paso,5.0
EISENHOWER MEDICAL CENTER,RANCHO MIRAGE,California,Riverside,4.0
NORTH BALDWIN INFIRMARY,BAY MINETTE,Alabama,Baldwin,3.0
NEWTON MEDICAL CENTER,NEWTON,New Jersey,Sussex,4.0
MAGNOLIA HOSPITAL,MAGNOLIA,Arkansas,Columbia,2.0
CHESTER COUNTY HOSPITAL,WEST CHESTER,Pennsylvania,Chester,5.0
"BAPTIST MEMORIAL HOSPITAL JONESBORO, INC.",JONESBORO,Arkansas,Craighead,2.0
"COMMUNITY MEDICAL CENTER, INC.",FALLS CITY,Nebraska,Richardson,4.0
ALLEN COUNTY REGIONAL HOSPITAL,IOLA,Kansas,Allen,2.0
UNIVERSITY OF ILLINOIS HOSPITAL,CHICAGO,Illinois,Cook,1.0
SURGICAL HOSPITAL AT SOUTHWOODS,YOUNGSTOWN,Ohio,Mahoning,5.0
FORREST GENERAL HOSPITAL,HATTIESBURG,Mississippi,Forrest,1.0
BON SECOURS DEPAUL MEDICAL CENTER,NORFOLK,Virginia,Norfolk city,2.0
OSCEOLA REGIONAL MEDICAL CENTER,KISSIMMEE,Florida,Osceola,2.0
"MEMORIAL HOSPITAL, THE",NORTH CONWAY,New Hampshire,Carroll,2.0
DELRAY MEDICAL CENTER,DELRAY BEACH,Florida,Palm beach,2.0
SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,PENN YAN,New York,Yates,3.0
FILLMORE COUNTY HOSPITAL,GENEVA,Nebraska,Fillmore,4.0
CLAIBORNE MEDICAL CENTER,TAZEWELL,Tennessee,Claiborne,3.0
LOWER KEYS MEDICAL CENTER,KEY WEST,Florida,Monroe,3.0
ACMH HOSPITAL,KITTANNING,Pennsylvania,Armstrong,3.0
MH ST JOSEPH WARREN HOSPITAL,WARREN,Ohio,Trumbull,3.0
HSHS ST ELIZABETH'S HOSPITAL,O FALLON,Illinois,St. clair,3.0
PARKVIEW LAGRANGE HOSPITAL,LAGRANGE,Indiana,Lagrange,4.0
"ST. JOSEPH HOSPITAL & HEALTH CENTER, INC",KOKOMO,Indiana,Howard,4.0
PROMEDICA COLDWATER REGIONAL HOSPITAL,COLDWATER,Michigan,Branch,3.0
FLAMBEAU HOSPITAL,PARK FALLS,Wisconsin,Price,3.0
FALMOUTH HOSPITAL,FALMOUTH,Massachusetts,Barnstable,5.0
COOPER COUNTY COMMUNITY  HOSPITAL,BOONVILLE,Missouri,Cooper,3.0
WALLOWA MEMORIAL HOSPITAL,ENTERPRISE,Oregon,Wallowa,5.0
LOUIS A WEISS MEMORIAL HOSPITAL,CHICAGO,Illinois,Cook,1.0
WILLAPA HARBOR HOSPITAL,SOUTH BEND,Washington,Pacific,3.0
BANNER BAYWOOD MEDICAL CENTER,MESA,Arizona,Maricopa,4.0
SIDNEY REGIONAL MEDICAL CENTER,SIDNEY,Nebraska,Cheyenne,3.0
ST FRANCIS REGIONAL MEDICAL CENTER,SHAKOPEE,Minnesota,Scott,3.0
DESERT VIEW HOSPITAL,PAHRUMP,Nevada,Nye,3.0
OAK VALLEY HOSPITAL DISTRICT,OAKDALE,California,Stanislaus,3.0
VASSAR BROTHERS MEDICAL CENTER,POUGHKEEPSIE,New York,Dutchess,1.0
BORGESS MEDICAL CENTER,KALAMAZOO,Michigan,Kalamazoo,4.0
PROVIDENCE ST JOSEPH MEDICAL CENTER,POLSON,Montana,Lake,4.0
PACIFICA HOSPITAL OF THE VALLEY,SUN VALLEY,California,Los angeles,2.0
PALMETTO GENERAL HOSPITAL,HIALEAH,Florida,Miami-dade,3.0
CARTERSVILLE MEDICAL CENTER,CARTERSVILLE,Georgia,Bartow,3.0
UPMC JAMESON,NEW CASTLE,Pennsylvania,Lawrence,2.0
ST LUKES HOSPITAL OF KANSAS CITY,KANSAS CITY,Missouri,Jackson,4.0
SOUTHWEST GENERAL HOSPITAL,SAN ANTONIO,Texas,Bexar,1.0
"COMMUNITY HOSPITAL, ONAGA AND ST MARYS CAMPUS",ONAGA,Kansas,Pottawatomie,4.0
TAYLOR REGIONAL HOSPITAL,HAWKINSVILLE,Georgia,Pulaski,3.0
SINGING RIVER HEALTH SYSTEM,PASCAGOULA,Mississippi,Jackson,2.0
HENRY COUNTY HEALTH CENTER,MOUNT PLEASANT,Iowa,Henry,4.0
SAN LUIS VALLEY HEALTH,ALAMOSA,Colorado,Alamosa,4.0
LA PALMA INTERCOMMUNITY HOSPITAL,LA PALMA,California,Orange,3.0
MERCY MEDICAL CENTER,CANTON,Ohio,Stark,3.0
"VILLAGES REGIONAL HOSPITAL, THE",THE VILLAGES,Florida,Lake,1.0
NORTON COMMUNITY HOSPITAL,NORTON,Virginia,Norton city,5.0
LOGAN REGIONAL MEDICAL CENTER,LOGAN,West Virginia,Logan,3.0
BANNER CASA GRANDE MEDICAL CENTER,CASA GRANDE,Arizona,Pinal,3.0
GIRARD MEDICAL CENTER,GIRARD,Kansas,Crawford,3.0
WINONA HEALTH SERVICES,WINONA,Minnesota,Winona,4.0
METHODIST HOSPITAL UNION COUNTY,MORGANFIELD,Kentucky,Union,4.0
DETROIT RECEIVING HOSPITAL,DETROIT,Michigan,Wayne,1.0
HANCOCK REGIONAL HOSPITAL,GREENFIELD,Indiana,Hancock,4.0
SPARROW CARSON HOSPITAL,CARSON CITY,Michigan,Montcalm,3.0
ST MARYS MEDICAL CENTER,BLUE SPRINGS,Missouri,Jackson,4.0
PELLA REGIONAL HEALTH CENTER,PELLA,Iowa,Marion,4.0
HARRINGTON MEMORIAL HOSPITAL-1,SOUTHBRIDGE,Massachusetts,Worcester,3.0
SEVEN RIVERS REGIONAL MEDICAL CENTER,CRYSTAL RIVER,Florida,Citrus,1.0
CARROLL HOSPITAL CENTER,WESTMINSTER,Maryland,Carroll,2.0
"SAINT FRANCIS HOSPITAL SOUTH, LLC",TULSA,Oklahoma,Tulsa,4.0
PROVIDENCE NEWBERG MEDICAL CENTER,NEWBERG,Oregon,Yamhill,4.0
UNITED MEDICAL CENTER,WASHINGTON,District of Columbia,The district,2.0
NORTH VALLEY HOSPITAL,WHITEFISH,Montana,Flathead,4.0
INDIANHEAD MEDICAL CTR,SHELL LAKE,Wisconsin,Washburn,2.0
MAYO CLINIC HEALTH SYSTEM-FRANCISCAN MEDICAL CENTER INC,LA CROSSE,Wisconsin,La crosse,5.0
MAYO CLINIC HEALTH SYSTEM IN WAYCROSS,WAYCROSS,Georgia,Ware,3.0
ST MARYS MEDICAL CENTER,GRAND JUNCTION,Colorado,Mesa,3.0
MEMORIAL UNIVERSITY MEDICAL CENTER,SAVANNAH,Georgia,Chatham,1.0
ADVENTHEALTH WATERMAN,TAVARES,Florida,Lake,3.0
LAWRENCE & MEMORIAL HOSPITAL,NEW LONDON,Connecticut,New london,3.0
UT HEALTH EAST TEXAS HENDERSON HOSPITAL,HENDERSON,Texas,Rusk,2.0
"NASON MEDICAL CENTER, LLC",ROARING SPRING,Pennsylvania,Blair,4.0
DOWN EAST COMMUNITY HOSPITAL,MACHIAS,Maine,Washington,4.0
BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHOE,California,El dorado,5.0
NORTH BIG HORN HOSPITAL DISTRICT,LOVELL,Wyoming,Big horn,4.0
BROWARD HEALTH NORTH,POMPANO BEACH,Florida,Broward,1.0
EASTERN OKLAHOMA MEDICAL CENTER,POTEAU,Oklahoma,Le flore,3.0
AUXILIO MUTUO HOSPITAL,HATO REY,Puerto Rico,San juan,1.0
MOUNT SINAI ST LUKE'S ROOSEVELT HOSPITAL,NEW YORK,New York,New york,4.0
KARMANOS CANCER CENTER,DETROIT,Michigan,Wayne,2.0
CAMDEN GENERAL HOSPITAL,CAMDEN,Tennessee,Benton,4.0
UAMS MEDICAL CENTER,LITTLE ROCK,Arkansas,Pulaski,1.0
ADVENTIST HEALTH HOWARD MEMORIAL,WILLITS,California,Mendocino,5.0
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,BURLINGTON,Vermont,Chittenden,3.0
BOX BUTTE GENERAL HOSPITAL,ALLIANCE,Nebraska,Box butte,4.0
UNITED HOSPITAL CENTER,BRIDGEPORT,West Virginia,Harrison,4.0
WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,California,Santa cruz,2.0
DOCTORS HOSPITAL,CORAL GABLES,Florida,Miami-dade,3.0
ADVENTIST HEALTH ST HELENA,SAINT HELENA,California,Napa,3.0
"LAKELAND HOSPITAL, ST JOSEPH",ST JOSEPH,Michigan,Berrien,4.0
WAYNE MEMORIAL HOSPITAL,HONESDALE,Pennsylvania,Wayne,4.0
CHANDLER REGIONAL MEDICAL CENTER,CHANDLER,Arizona,Maricopa,2.0
"BROOKS-TLC HOSPITAL SYSTEM, INC",DUNKIRK,New York,Chautauqua,3.0
EVANS MEMORIAL HOSPITAL,CLAXTON,Georgia,Evans,4.0
GREAT FALLS CLINIC HOSPITAL,GREAT FALLS,Montana,Cascade,4.0
HACKENSACKUMC PALISADES,NORTH BERGEN,New Jersey,Hudson,2.0
GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,California,Los angeles,2.0
WAYNE GENERAL HOSPITAL,WAYNESBORO,Mississippi,Wayne,3.0
NEWTON-WELLESLEY HOSPITAL,NEWTON,Massachusetts,Middlesex,4.0
ADVENTHEALTH WAUCHULA,WAUCHULA,Florida,Hardee,5.0
LAFAYETTE REGIONAL HEALTH CENTER,LEXINGTON,Missouri,Lafayette,3.0
RIVERSIDE DOCTORS' HOSPITAL OF WILLIAMSBURG,WILLIAMSBURG,Virginia,James city,4.0
TYLER HOLMES MEMORIAL HOSPITAL CAH,WINONA,Mississippi,Montgomery,3.0
UNIVERSITY OF NORTH CAROLINA HOSPITAL,CHAPEL HILL,North Carolina,Orange,3.0
DEKALB HEALTH,AUBURN,Indiana,De kalb,3.0
"DUNCAN REGIONAL HOSPITAL, INC",DUNCAN,Oklahoma,Stephens,3.0
KALEIDA HEALTH,BUFFALO,New York,Erie,2.0
FIRSTLIGHT HEALTH SYSTEM,MORA,Minnesota,Kanabec,4.0
DECATUR COUNTY GENERAL HOSPITAL,PARSONS,Tennessee,Decatur,3.0
FORREST CITY MEDICAL CENTER,FORREST CITY,Arkansas,St. francis,3.0
MIZELL MEMORIAL HOSPITAL,OPP,Alabama,Covington,2.0
WESTLAKE HOSPITAL,MELROSE PARK,Illinois,Cook,2.0
SWEDISH EDMONDS HOSPITAL,EDMONDS,Washington,Snohomish,4.0
"ASPIRUS IRON RIVER HOSPITAL & CLINICS, INC",IRON RIVER,Michigan,Iron,5.0
ST LUKE'S WOOD RIVER MEDICAL CENTER,KETCHUM,Idaho,Blaine,5.0
DEARBORN COUNTY HOSPITAL,LAWRENCEBURG,Indiana,Dearborn,4.0
ABBEVILLE AREA MEDICAL CENTER,ABBEVILLE,South Carolina,Abbeville,3.0
DICKINSON COUNTY MEMORIAL HOSPITAL,IRON MOUNTAIN,Michigan,Dickinson,4.0
CROSSRIDGE COMMUNITY HOSPITAL,WYNNE,Arkansas,Cross,5.0
GRANT MEDICAL CENTER,COLUMBUS,Ohio,Franklin,2.0
MANATEE MEMORIAL HOSPITAL,BRADENTON,Florida,Manatee,1.0
COLUMBIA MEMORIAL HOSPITAL,HUDSON,New York,Columbia,1.0
GLEN ROSE MEDICAL CENTER,GLEN ROSE,Texas,Somervell,3.0
MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION,MORRISTOWN,Tennessee,Hamblen,2.0
MEMORIAL HOSPITAL LOS BANOS,LOS BANOS,California,Merced,3.0
UPPER CONNECTICUT VALLEY HOSPITAL,COLEBROOK,New Hampshire,Coos,4.0
UNC LENOIR HEALTH CARE,KINSTON,North Carolina,Lenoir,2.0
SINAI HOSPITAL OF BALTIMORE,BALTIMORE,Maryland,Baltimore city,3.0
ADVENTIST HEALTH UKIAH VALLEY,UKIAH,California,Mendocino,3.0
CAMBRIDGE HEALTH ALLIANCE,CAMBRIDGE,Massachusetts,Middlesex,4.0
PROVIDENCE SAINT JOHN'S HEALTH CENTER,SANTA MONICA,California,Los angeles,4.0
BAY AREA MEDICAL CENTER,MARINETTE,Wisconsin,Marinette,5.0
"CENTRA SOUTHSIDE COMMUNITY HOSPITAL, INC",FARMVILLE,Virginia,Prince edward,4.0
GREAT RIVER MEDICAL CENTER,BLYTHEVILLE,Arkansas,Mississippi,2.0
ST VINCENT'S CHILTON,CLANTON,Alabama,Chilton,4.0
WILLIAMSPORT REGIONAL MEDICAL CENTER,WILLIAMSPORT,Pennsylvania,Lycoming,5.0
GRANDE RONDE HOSPITAL,LA GRANDE,Oregon,Union,3.0
CHEROKEE REGIONAL MEDICAL CENTER,CHEROKEE,Iowa,Cherokee,3.0
PLANTATION GENERAL HOSPITAL,PLANTATION,Florida,Broward,2.0
MERCY HOSPITAL SOUTH,SAINT LOUIS,Missouri,St. louis,2.0
OVERLAKE HOSPITAL MEDICAL CENTER,BELLEVUE,Washington,King,4.0
BROOKINGS HEALTH SYSTEM,BROOKINGS,South Dakota,Brookings,4.0
RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,Louisiana,Rapides,2.0
MEDICAL CENTER BARBOUR,EUFAULA,Alabama,Barbour,3.0
CHILDRESS REGIONAL MEDICAL CENTER,CHILDRESS,Texas,Childress,4.0
PRISMA HEALTH HILLCREST HOSPITAL,SIMPSONVILLE,South Carolina,Greenville,4.0
GREENWOOD COUNTY HOSPITAL,EUREKA,Kansas,Greenwood,3.0
LADY OF THE SEA GENERAL HOSPITAL,CUT OFF,Louisiana,Lafourche,3.0
WEST RIVER REGIONAL MEDICAL CENTER-CAH,HETTINGER,North Dakota,Adams,3.0
OAKBEND MEDICAL CENTER,RICHMOND,Texas,Fort bend,3.0
VIDANT EDGECOMBE HOSPITAL,TARBORO,North Carolina,Edgecombe,4.0
MARGARET MARY COMMUNITY HOSPITAL INC,BATESVILLE,Indiana,Franklin,4.0
FRANKLIN MEDICAL CENTER,WINNSBORO,Louisiana,Franklin,3.0
MERCY HOSPITAL OF FOLSOM,FOLSOM,California,Sacramento,2.0
UNION GENERAL HOSPITAL,BLAIRSVILLE,Georgia,Union,5.0
FINLEY HOSPITAL,DUBUQUE,Iowa,Dubuque,4.0
GENESIS HOSPITAL,ZANESVILLE,Ohio,Muskingum,4.0
TRISTAR CENTENNIAL MEDICAL CENTER,NASHVILLE,Tennessee,Davidson,3.0
ANDROSCOGGIN VALLEY HOSPITAL,BERLIN,New Hampshire,Coos,3.0
FRANKLIN FOUNDATION HOSPITAL,FRANKLIN,Louisiana,St. mary,4.0
CONNALLY MEMORIAL MEDICAL CENTER,FLORESVILLE,Texas,Wilson,4.0
NEW ENGLAND BAPTIST HOSPITAL,BOSTON,Massachusetts,Suffolk,5.0
LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,California,Los angeles,2.0
ROLLING PLAINS MEMORIAL HOSPITAL,SWEETWATER,Texas,Nolan,4.0
HENRICO DOCTORS' HOSPITAL,RICHMOND,Virginia,Henrico,4.0
ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,RAHWAY,New Jersey,Union,2.0
LIVINGSTON HEALTHCARE,LIVINGSTON,Montana,Park,3.0
CORYELL MEMORIAL HEALTHCARE SYSTEM,GATESVILLE,Texas,Coryell,3.0
NORTHERN NEVADA MEDICAL CENTER,SPARKS,Nevada,Washoe,4.0
GOOD SHEPHERD MEDICAL CENTER MARSHALL,LONGVIEW,Texas,Gregg,2.0
HEREFORD REGIONAL MEDICAL CENTER,HEREFORD,Texas,Deaf smith,2.0
LANDMARK MEDICAL CENTER,WOONSOCKET,Rhode Island,Providence,4.0
OTTAWA REGIONAL HOSPITAL DBA OSF SAINT ELIZABETH MDL CTR,OTTAWA,Illinois,La salle,4.0
FLAGET MEMORIAL HOSPITAL,BARDSTOWN,Kentucky,Nelson,3.0
ELMHURST HOSPITAL CENTER,ELMHURST,New York,Queens,1.0
CAPE FEAR VALLEY-BLADEN COUNTY HOSPITAL,ELIZABETHTOWN,North Carolina,Bladen,3.0
HAHNEMANN UNIVERSITY HOSPITAL,PHILADELPHIA,Pennsylvania,Philadelphia,1.0
HI-DESERT MEDICAL CENTER,JOSHUA TREE,California,San bernardino,3.0
ST JOSEPH MEDICAL CENTER,READING,Pennsylvania,Berks,3.0
UNIVERSITY  OF KS HLTH SYSTEM GREAT BEND CAMPUS,GREAT BEND,Kansas,Barton,2.0
CJW MEDICAL CENTER,RICHMOND,Virginia,Chesterfield,2.0
ST. MARY'S GOOD SAMARITAN HOSPITAL,GREENSBORO,Georgia,Greene,4.0
KAISER FOUNDATION HOSPITAL - SAN LEANDRO,SAN LEANDRO,California,Alameda,3.0
BANNER HEART HOSPITAL,MESA,Arizona,Maricopa,4.0
BAYLOR SCOTT & WHITE MEDICAL CENTER - LLANO,LLANO,Texas,Llano,3.0
MARIETTA MEMORIAL HOSPITAL,MARIETTA,Ohio,Washington,2.0
DELANO REGIONAL MEDICAL CENTER,DELANO,California,Kern,2.0
GULF COAST MEDICAL CENTER LEE HEALTH,FORT MYERS,Florida,Lee,4.0
SSM ST JOSEPH HEALTH CENTER,SAINT CHARLES,Missouri,St. charles,3.0
INOVA LOUDOUN HOSPITAL,LEESBURG,Virginia,Loudoun,5.0
FRANCISCAN HEALTH CRAWFORDSVILLE,CRAWFORDSVILLE,Indiana,Montgomery,3.0
RIVERSIDE TAPPAHANNOCK HOSPITAL,TAPPAHANNOCK,Virginia,Essex,3.0
HEBER VALLEY HOSPITAL,HEBER CITY,Utah,Wasatch,4.0
NORTH AUSTIN MEDICAL CENTER,AUSTIN,Texas,Travis,5.0
CHESHIRE MEDICAL CENTER,KEENE,New Hampshire,Cheshire,3.0
MASON GENERAL HOSPITAL & FAMILY OF CLINICS,SHELTON,Washington,Mason,3.0
BRISTOL HOSPITAL,BRISTOL,Connecticut,Hartford,3.0
HENRY FORD ALLEGIANCE HEALTH,JACKSON,Michigan,Jackson,3.0
MARIA PARHAM MEDICAL CENTER,HENDERSON,North Carolina,Vance,2.0
CHI ST LUKES HEALTH MEMORIAL LUFKIN,LUFKIN,Texas,Angelina,3.0
HIGHLAND HOSPITAL,ROCHESTER,New York,Monroe,3.0
MAPLE GROVE HOSPITAL,MAPLE GROVE,Minnesota,Hennepin,5.0
ST LUKE'S THE WOODLANDS HOSPITAL,THE WOODLANDS,Texas,Montgomery,3.0
KECK HOSPITAL OF USC,LOS ANGELES,California,Los angeles,3.0
NORTHERN DUTCHESS HOSPITAL,RHINEBECK,New York,Dutchess,4.0
LOURDES HOSPITAL,PADUCAH,Kentucky,Mc cracken,3.0
PERRY MEMORIAL HOSPITAL,PRINCETON,Illinois,Bureau,3.0
CAPE CANAVERAL HOSPITAL,COCOA BEACH,Florida,Brevard,5.0
DOCTORS HOSPITAL OF LAREDO,LAREDO,Texas,Webb,4.0
KAISER FOUNDATION HOSPITAL - PANORAMA CITY,PANORAMA CITY,California,Los angeles,2.0
LEHIGH VALLEY HOSPITAL - HAZLETON,HAZLETON,Pennsylvania,Luzerne,2.0
ST VINCENT MEDICAL CENTER/NORTH,SHERWOOD,Arkansas,Pulaski,3.0
CLARINDA REGIONAL HEALTH CENTER,CLARINDA,Iowa,Page,2.0
SSM HEALTH - GOOD SAMARITAN HOSPITAL,MOUNT VERNON,Illinois,Jefferson,4.0
NORTHERN LIGHT INLAND HOSPITAL,WATERVILLE,Maine,Kennebec,4.0
BAYSTATE MEDICAL CENTER,SPRINGFIELD,Massachusetts,Hampden,4.0
BAPTIST MEMORIAL HOSPITAL TIPTON,COVINGTON,Tennessee,Tipton,4.0
PIEDMONT MOUNTAINSIDE HOSPITAL INC,JASPER,Georgia,Pickens,4.0
LOURDES HOSPITAL,BINGHAMTON,New York,Broome,3.0
CLINCH VALLEY MEDICAL CENTER,RICHLANDS,Virginia,Tazewell,4.0
MEMORIAL HOSPITAL OF GARDENA,GARDENA,California,Los angeles,1.0
METHODIST HEALTHCARE MEMPHIS HOSPITALS,MEMPHIS,Tennessee,Shelby,2.0
LAKEVIEW MEMORIAL HOSPITAL,STILLWATER,Minnesota,Washington,5.0
ST FRANCIS HOSPITAL,WILMINGTON,Delaware,New castle,2.0
MEMORIAL HOSPITAL AND HEALTH CARE CENTER,JASPER,Indiana,Dubois,5.0
DORMINY MEDICAL CENTER,FITZGERALD,Georgia,Ben hill,3.0
GRAND RIVER HOSPITAL DISTRICT,RIFLE,Colorado,Garfield,4.0
HILTON HEAD REGIONAL MEDICAL CENTER,HILTON HEAD ISLAND,South Carolina,Beaufort,2.0
PERKINS COUNTY HEALTH SERVICES,GRANT,Nebraska,Perkins,4.0
THOMAS JEFFERSON UNIVERSITY HOSPITAL,PHILADELPHIA,Pennsylvania,Philadelphia,1.0
WEST CARROLL MEMORIAL HOSPITAL,OAK GROVE,Louisiana,West carroll,3.0
OVERLOOK MEDICAL CENTER,SUMMIT,New Jersey,Union,4.0
BANNER LASSEN MEDICAL CENTER,SUSANVILLE,California,Lassen,4.0
TEXAS HEALTH PRESBYTERIAN HOSPITAL DENTON,DENTON,Texas,Denton,3.0
